,,,,Taxonomy-common,American angler,American conger,American fourspot flounder,American plaice or winter flounder,American/Northern sand lance,Arctic telescope,Arctic telescope,Atlantic cod?,Atlantic cod?,Atlantic cod?,Atlantic cod?,Atlantic cod?,Atlantic cod? ,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic croaker,Atlantic halibut?,Atlantic herring,Atlantic herring,Atlantic herring,Atlantic herring,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic mackerel,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden,Atlantic menhaden-(since no equal match with other ID),Atlantic menhaden?,Atlantic moonfish,Atlantic needlefish,Atlantic silverside,Atlantic soft pout,Atlantic soft pout,Atlantic thread herring,Bandtooth conger,Bay anchovy,Bay anchovy,Bay anchovy,Bay anchovy,Bay anchovy,Bay anchovy,Bay anchovy,Bay anchovy,Bay anchovy,Bean's sawtooth eel,Bermuda lantern fish,Black drum?,Black sea bass,Black sea bass,Black sea bass,Black sea bass,Black sea bass,Black sea bass,Black snake mackerel,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackbelly rosefish?,Blackgut conger?,Blackgut conger?,Blackgut conger?,Blue runner/C ruber (bar jack) not available ,Bluebarred prickleback?,Bluebarred prickleback?,Bluefish,Bluefish,Bluefish,Bluefish,Bluelip parrotfish,Broad-striped anchovy,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish,Butterfish?,Cobia,Common bottlenose dolphin,Common bottlenose dolphin,Common minke whale,Cunner,Cunner,Cunner,Cunner,Cusk,Daubed shanny or Snake blenny?,Duckbill barracudina,Dusky flounder,Eye-bar goby,Feather blenny,Fin whale,Fourbeard rockling,Garrick?,Garrick,Greater argentine,Gulf stream flounder,Gulf stream flounder,Harbor porpoise,Harp seal,Humpback whale,Indian driftfish,Inshore lizzardfish,jacare£ba,King mackerel,kokuchi-kusa snailfish?,Little skate,Little tunny or Skipjack tuna?,Little tunny or Skipjack tuna?,Little tunny or Skipjack tuna?,Little tunny or Skipjack tuna?,Lobisomem,Lobisomem,Lobisomem,Lobisomem,Lobisomem,Lobisomem,Longhorn sculpin,Luetken's lanternfish,Madeira lantern fish,Madeira lantern fish,Madeira lantern fish,Madeira lantern fish,Madeira lantern fish,Metallic lantern fish,Mola molaÿ,No good match. Lighfish?,No good match. Some kind of snapper?,No perfect match. Diamondcheek lanternfish?,No perfect match. Some kind of conger?,No perfect match. Some kind of cusk-eel?,No perfect match. Some kind of cusk-eel?,No perfect match. Some kind of cusk-eel?,No perfect match. Some kind of drift fish?,No perfect match. Some kind of gannet??,No perfect match. Some kind of hatchetfish?,No perfect match. Some kind of lanternfish?,No perfect match. Some kind of lanternfish?,No perfect match. Some kind of red snapper?,No perfect match. Some kind of snake-eel?,No perfect match. Some kind of whale.,No perfect match. Some kind of whale.,No perfect match. Some kind of whale.,Northern kingfish,Northern pipefish,Northern puffer?,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern searobin,Northern stargazer,Notoscopelus elongatus (Wrong biogeography),Ocean sunfish,Ocean sunfish,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Offshore hake,Pacific saury,Pacific saury,Pacific saury,Pacific saury. Some kind of saury?,Pacific white-sided dolphin? But how?,Paeony bulleye or Moontail bullseye. Neither has the right biogeography.,Panther danio,Pearlfish,Pearly razorfish,Phycis chesteri. Cannot find common name.,Pollock? (Pollachius virens),Red drum,Risso's dolphin,Sand perch,Scup,Scup,Scup,Scup,Scup,Scup,Scup,Scup,Scup,Scup,Scup,Scup,Sea raven,Seaboard goby,Shortfinger anchovy,Shortfinger anchovy,Short-finned pilot whale??,shortspine tenplate,Shortspine tenplate,Shortspine tenplate,Shortspine tenplate,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver anchovy,Silver hake,Silver hake,Silver hake,Silver hake,Silver hake,Silver hake,Silver hake,Silver hake,Silver hake,Silver hake,Smallmouth flounder,Smallmouth flounder,Smallmouth flounder,Smallmouth flounder,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of dolphin,Some kind of drum?,Some kind of lanternfish? Best match has wrong biogeography.,Some kind of mackerel? No perfect match. Biogeogrpahy of the best match is not right.,Some kind of mackerel? No perfect match. Biogeogrpahy of the best match is not right.,Some kind of redfish,Some kind of sculpin,Some kind of Sculpin?,Some kind of Sculpin?,Some kind of Sculpin?,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,Some kind of seal,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,American shad?,Some kind of tuna,Some kind of tuna,Some kind of tuna,Some kind of tuna,Some kind of tuna,Some kind of tuna,Some kind of whale,Southern kingfish,Spotted barracudina,Striped cusk-eel,Striped searobin,Striped searobin,Summer flounder,Summer flounder,Summer flounder,Summer flounder,Summer flounder,Summer flounder?,Summer flounder?,Summer flounder?,Tautog,Tautog,Tautog,Tautog,Tautog,Tautog,Tautog,Tautog,Tautog,Tautog,Twospot flounder,Twospot flounder,Twospot flounder,Twospot flounder,unclassified Ophichthus,Weakfish,Weakfish,Weakfish?,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,White/red/spotted hake,Whitemouth croaker,Windowpane,Windowpane,Windowpane,Windowpane,Windowpane,Winter or Yellowtail flounder?,Winter or Yellowtail flounder?,Witch flounder?,Witch flounder?
,,,,Taxonomy-Latin,Lophius americanus,Conger oceanicus,Hippoglossina oblonga,Hippoglossoides platessoides,Ammodytes americanus,Protomyctophum arcticum,Protomyctophum arcticum,gadus morhua,Gadus morhua,gadus morhua,Gadus morhua,gadus morhua,Gadus morhua,Micropogonias undulatus,Micropogonias undulatus,Micropogonias undulatus,micropogonias undulatus,Micropogonias undulatus,Micropogonias undulatus,Micropogonias undulatus,Micropogonias undulatus,Micropogonias undulatus,micropogonias undulatus,Micropogonias undulatus,micropogonias undulatus,Eopsetta grigorjewi,Clupea harengus,Clupea harengus,Clupea harengus,Clupea harengus,Scomber scombrus,scomber scombrus,Scomber scombrus,Scomber scombrus,Scomber scombrus,Scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,Scomber scombrus,Scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,scomber scombrus,Scomber scombrus,Scomber scombrus,Scomber scombrus,Scomber scombrus,scomber scombrus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannusÿ,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Brevoortia tyrannus,Selene setapinnis,Strongylura marina,Menidia menidia,Melanostigma atlanticum,Melanostigma atlanticum,opisthonema oglinum,Ariosoma balearicum,Anchoa mitchilli,Anchoa mitchilli,Anchoa mitchilli,Anchoa mitchilliÿ,Anchoa mitchilliÿ,Anchoa mitchilli,Anchoa mitchilli,Anchoa mitchilli,Anchoa mitchilli,Serrivomer beanii,Hygophum hygomii,Pogonias cromis,Centropristis striata,Centropristis striata,Centropristis striata,Centropristis striata,Centropristis striata,Centropristis striata,Nealotus tripes,Helicolenus dactylopterus,helicolenus dactylopterus,helicolenus dactylopterus,Helicolenus dactylopterus,helicolenus dactylopterus,helicolenus dactylopterus,helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus dactylopterus,Gnathophis heterognathos,Gnathophis heterognathos,Gnathophis heterognathos,Caranx crysos,Plectobranchus evides,Plectobranchus evides,Pomatomus saltatrix,Pomatomus saltatrix,Pomatomus saltatrix,pomatomus saltatrix,Cryptotomus roseus,Anchoa hepsetus,Peprilus burti,Peprilus burti,Peprilus burti,Peprilus burti,Peprilus burti,Peprilus burti,Peprilus burti,Peprilus triacanthus,Peprilus burti,Peprilus triacanthus,Peprilus burti,Peprilus burti,Peprilus triacanthus,Peprilus burti,Peprilus triacanthus,Rachycentron canadum,Tursiops truncatus,Tursiops truncatus,Balaenoptera acutorostrata,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus adspersus,Brosme brosme,Leptoclinus maculatus,Magnisudis atlantica,Syacium papillosum,Gnatholepis anjerensis,Hypsoblennius hentz,Balaenoptera physalus,Enchelyopus cimbrius,Cyclothone pygmaea,Cyclothone braueriÿ,Argentina silus,Citharichthys arctifrons,Citharichthys arctifrons,Phocoena phocoena,Phoca groenlandica,megaptera novaeangliae,Ariomma indicum,Synodus foetens,Schizocardium brasiliense,Scomberomorus cavalla,Liparis miostomus,leucoraja erinacea,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Notoscopelus caudispinosus,Notoscopelus caudispinosus,Notoscopelus caudispinosus,Notoscopelus caudispinosus,Notoscopelus caudispinosus,Notoscopelus caudispinosus,myoxocephalus octodecemspinosus,Lampadena yaquinae,Ceratoscopelus maderensis,Ceratoscopelus maderensis,Ceratoscopelus maderensis,Ceratoscopelus maderensis,Ceratoscopelus maderensis,Myctophum affine,Mola molaÿ,Vinciguerria nimbaria,Lutjanus carponotatus,Lampanyctus intricarius,Paraconger notialisÿ,Lepophidium profundorum,Lepophidium profundorum,Lepophidium profundorum,Nomeus gronovii,Morus serrator,Sternoptyx pseudodiaphana,Notoscopelus elongatus,Notoscopelus elongatus,Lutjanus peru,Callechelys catostoma,Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,Menticirrhus saxatilis,Syngnathus fuscus,Sphoeroides maculatus,Prionotus carolinus,Prionotus carolinus,Prionotus carolinus,prionotus carolinus,Prionotus carolinus,Prionotus carolinus,Prionotus carolinus,Prionotus carolinus,prionotus carolinus,prionotus carolinus,Prionotus carolinus,Prionotus carolinus,Prionotus carolinus,Astroscopus guttatus,Notoscopelus elongatus,Mola mola,Mola mola,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Merluccius albidus,Cololabis saira,Cololabis saira,Cololabis saira,Cololabis saira,Lagenorhynchus obliquidens,Priacanthus blochii,Danio aesculapii ,Carapus bermudensis,Xyrichtys novacula,Phycis chesteri,Merlangius merlangus,sciaenops ocellatus,Grampus griseus,Diplectrum formosum,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Stenotomus chrysops,Hemitripterus americanus,Gobiosoma ginsburgi,Anchoa lyolepis,Anchoa lyolepis,globicephala macrorhynchus,Polyipnus asteroides,Polyipnus asteroides,Polyipnus asteroides,Polyipnus asteroides,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Engraulis japonicus,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Merluccius bilinearis,Etropus microstomus,Etropus microstomus,Etropus microstomus,Etropus microstomus,Tursiops aduncus,Delphinus delphis,Lagenorhynchus obliquidens,Tursiops aduncus,Delphinus delphis,Delphinus delphis,Delphinus delphis,Tursiops aduncus,Tursiops aduncus,Delphinus delphis,Lagenorhynchus obliquidens,Pogonias cromis,Diaphus gigas,Trachurus trachurus,Trachurus trachurus,Sebastes mentella,Myoxocephalus octodecemspinosus,myoxocephalus octodecemspinosus,myoxocephalus octodecemspinosus,myoxocephalus octodecemspinosus,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Phoca largha,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Alosa sapidissima,Euthynnus alletteratus,Auxis thazard,Thunnus orientalis,Auxis thazard,Auxis thazard,Auxis thazard,Globicephala macrorhynchus,Menticirrhus americanus,Arctozenus risso,Ophidion marginatum,prionotus evolans,prionotus evolans,Paralichthys dentatus,paralichthys dentatus,paralichthys dentatus,paralichthys dentatus,paralichthys dentatus,Paralichthys dentatus,Paralichthys adspersus,Paralichthys dentatus,Tautoga onitis,tautoga onitis,tautoga onitis,tautoga onitis,tautoga onitis,Tautoga onitis,tautoga onitis,tautoga onitis,tautoga onitis,Tautoga onitis,Bothus robinsi,Bothus robinsi,Bothus robinsi,Bothus robinsi,Ophichthus sp.,Cynoscion regalis,Cynoscion regalis,Pseudotolithus elongatus,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Micropogonias furnieri,Scophthalmus aquosus,Scophthalmus aquosus,scophthalmus aquosus,Scophthalmus aquosus,scophthalmus aquosus,Pseudopleuronectes americanus,pseudopleuronectes americanus,Glyptocephalus cynoglossus,Glyptocephalus cynoglossus
,,,,Best.%.match,99.28,99.28,100,100,100,100,99.26,100,100,100,99.28,98.55,99.28,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,98.55,98.55,100,100,100,99.28,98.55,100,100,99.28,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,98.54,98.54,100,100,100,100,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.26,98.55,98.55,98.55,98.54,98.54,98.54,97.83,97.83,99.28,98.55,100,100,100,100,99.28,100,100,100,100,99.28,99.28,99.28,99.28,99.28,99.28,98.55,100,100,99.28,100,99.28,99.27,99.27,99.27,99.27,100,100,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,98.55,98.55,100,99.28,99.28,100,99.28,98.55,100,99.26,99.26,98.53,100,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,98.55,98.55,97.83,97.83,100,100,100,99.28,99.27,100,99.28,99.28,99.28,100,100,100,99.28 or 100,99.26,100,100,100,100,100,99.28,100,99.27,100,100,100,100,100,99.21,100,100,100,100,99.28,99.28,98.55,100,99.26,99.26,99.26,99.26,99.26,99.38,100,100,99.26,99.26,99.26,99.26,100,98.55,97.83,97.83,98.53,97.84,98.57,97.86,97.86,97.83,98.53,97.84,98.53,98.53,97.83,97.79,99.28,99.28,99.28,100,100,100,100,100,100,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,98.54,98.54,100,99.26,100,99.28,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,98.56,98.55,100,99.28,98.56,99.28,99.27,100,100,100,100,100,100,100,100,100,100,99.28,99.28,99.28,99.28,99.28,99.28,98.56,98.55,98.55,98.55,98.55,100,100,100,99.28,99.28,100,100,99.28,99.28,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,98.55,100,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,98.55,100,99.27,98.54,98.54,100,100,100,100,100,99.28,99.28,99.28,99.28,99.26,97.83,100,98.53,98.55,98.53,100,100,99.28,99.28,99.28,100,100,99.28,99.28,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,98.54,100,100,99.28,99.28,99.27,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.27,99.27,99.27,98.55,98.55,98.55,98.55,98.55,98.55,98.54,98.54,98.54,100,100,100,100,98.55,97.83,100,100,100,98.53,99.28,98.55,99.28,99.28,99.28,99.28,99.28,100,99.28,99.28,100,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.27,98.55,100,99.28,99.28,99.28,100,100,99.28,97.83,100,99.28,99.28,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.27,98.54,98.54,100,100,99.29,99.29,99.29,99.2,100,100,100,99.28
